avg_reliability,min_reliability,on_time_rate,farm_count,quantity_buffer,avg_distance_km,max_distance_km,harvest_buffer_days,price_headroom,prior_buyer_share,fulfilled
0.9427,0.8595,0.9802,4,0.1045,35.9,116.5,3.7,0.2225,0.2722,1
0.8415,0.7721,0.8819,2,0.1276,226.4,296.8,3.46,0.1243,0.1207,1
0.8215,0.6343,0.7343,3,0.0348,177.0,189.2,3.25,0.2742,0.4967,1
0.8061,0.7169,0.8672,2,0.1127,136.1,239.0,2.1,0.205,0.7273,0
0.8793,0.614,0.8564,5,0.1265,16.6,186.2,2.92,0.0748,0.77,0
0.7943,0.755,0.7388,3,0.0536,182.3,190.0,10.4,0.2897,0.363,1
0.898,0.8061,0.9271,5,0.1381,204.9,265.0,1.94,0.1711,0.335,0
0.7362,0.568,0.6935,4,0.0347,291.8,386.8,3.54,0.1957,0.0338,0
0.9107,0.9107,0.8763,1,0.3559,77.6,77.6,6.02,0.159,0.3259,1
0.8058,0.6798,0.7552,2,0.1113,311.8,482.3,0.2,0.1849,0.8021,0
0.9226,0.8647,0.8678,5,0.0318,248.3,254.5,1.35,0.0893,0.6425,0
0.8998,0.8998,0.7999,1,0.0075,177.4,177.4,2.1,0.3449,0.2024,1
0.8522,0.7742,0.8762,2,0.5386,304.7,373.2,2.28,-0.1032,0.8531,0
0.8702,0.8188,0.8573,5,0.4646,305.0,452.8,10.23,0.074,0.1016,0
0.825,0.825,0.9247,1,0.0155,229.0,229.0,0.73,0.0333,0.2588,0
0.8654,0.7195,0.9266,4,0.0852,117.1,191.1,1.56,0.1179,0.0723,0
0.9324,0.9203,0.8926,2,0.1708,159.6,307.6,2.32,-0.1671,0.3223,1
0.9054,0.8456,0.8481,3,0.0089,212.4,302.1,0.94,-0.0419,0.4766,1
0.8282,0.7481,0.8988,4,0.0802,146.3,177.0,3.04,0.2001,0.4782,0
0.8745,0.7467,0.8835,3,0.4397,186.1,246.6,2.91,0.1525,0.073,0
0.8584,0.7682,0.9461,5,0.0945,311.9,381.6,2.22,0.1665,0.0483,0
0.9504,0.9097,1.0,2,0.0325,142.3,317.2,3.0,-0.0141,0.3034,0
0.8446,0.75,0.8354,4,0.0439,116.4,123.1,4.98,0.2204,0.6178,1
0.7184,0.7184,0.7718,1,0.1467,118.2,118.2,5.47,0.3074,0.125,1
0.9586,0.9222,0.9687,2,0.148,127.1,282.0,3.41,0.0569,0.594,1
0.8237,0.7837,0.777,2,0.1563,176.1,296.4,5.7,0.2342,0.1666,0
0.9036,0.9036,0.8401,1,0.2264,103.6,103.6,1.52,0.2146,0.3034,1
0.8759,0.7927,0.9619,2,0.0973,295.2,455.3,0.78,-0.0696,0.2994,0
0.8123,0.7731,0.8105,2,0.0579,308.5,417.6,3.37,-0.01,0.5016,0
0.5824,0.5824,0.5757,1,0.3022,239.2,239.2,9.76,0.3496,0.4373,0
0.7068,0.7068,0.6715,1,0.0395,149.7,149.7,1.85,0.0095,0.6729,0
0.812,0.7833,0.8643,2,0.2589,21.4,105.7,0.26,0.0213,0.0473,0
0.8197,0.485,0.778,4,0.0706,161.1,205.2,0.8,0.4032,0.2213,0
0.8276,0.7428,0.7598,4,0.0392,231.5,299.6,3.38,0.0924,0.7347,1
0.8625,0.6498,1.0,5,0.0463,249.3,317.5,3.66,0.2774,0.2836,0
0.7349,0.6737,0.7448,4,0.1573,171.7,193.9,2.87,0.2819,0.1353,0
0.7845,0.7845,0.7519,1,0.1863,236.0,236.0,1.92,0.1026,0.137,0
0.8903,0.788,0.9649,3,0.0135,105.4,202.5,2.76,0.0482,0.4351,0
0.8396,0.7275,0.8785,5,0.0486,79.8,84.4,2.56,0.2689,0.048,0
0.8969,0.849,0.8682,2,0.1108,78.3,184.0,3.57,-0.0346,0.6714,1
0.957,0.9373,0.8764,2,0.0029,319.3,352.8,1.2,0.0445,0.2946,1
0.7711,0.6972,0.7185,5,0.0371,266.8,271.8,3.23,-0.0515,0.585,0
0.9805,0.9805,0.9929,1,0.6564,165.4,165.4,5.9,-0.0622,0.3391,1
0.8654,0.8654,0.9023,1,0.0447,166.2,166.2,3.14,0.2253,0.1435,1
0.9335,0.8979,0.9376,3,0.1425,191.2,265.7,6.33,0.0794,0.4106,1
0.7463,0.6109,0.7229,2,0.0303,144.8,291.7,0.39,0.133,0.1849,0
0.8881,0.7838,0.8639,4,0.157,137.0,284.8,1.38,0.2244,0.6914,1
0.8634,0.7773,0.8445,5,0.0118,291.0,408.9,4.57,0.2862,0.3751,0
0.8809,0.8598,0.837,2,0.0764,318.7,341.8,2.51,0.1463,0.1881,1
0.8235,0.7113,0.8038,5,0.4879,314.0,377.0,4.28,0.2154,0.1564,0
0.8396,0.7989,0.8624,3,0.0332,176.1,325.4,2.79,0.3193,0.3449,0
0.8451,0.8451,0.8349,1,0.2784,182.5,182.5,5.66,0.1847,0.1192,1
0.836,0.8224,0.7074,2,0.0819,98.3,206.2,2.07,0.1432,0.1303,0
0.9036,0.9036,1.0,1,0.0138,64.6,64.6,4.01,-0.1663,0.0802,1
0.794,0.7422,0.7604,2,0.061,80.6,184.0,1.74,0.0165,0.5428,1
0.6487,0.5044,0.5426,3,0.2479,200.3,204.8,3.58,0.1546,0.6559,0
0.8023,0.8023,0.918,1,0.2716,187.7,187.7,5.02,0.0203,0.0192,1
0.7842,0.6149,0.7203,4,0.5164,63.3,141.0,6.84,0.0401,0.1567,1
0.8794,0.8169,0.9803,3,0.0032,47.3,120.3,2.52,0.0589,0.3373,1
0.8839,0.845,1.0,2,0.3109,50.4,82.7,4.05,0.1894,0.4073,1
0.8378,0.8136,0.7916,3,0.0679,259.4,340.7,3.04,0.1023,0.036,1
0.8869,0.7448,0.9414,5,0.0397,161.8,341.2,0.5,0.1558,0.6317,0
0.8889,0.8203,0.8148,4,0.0585,146.6,310.3,1.11,-0.072,0.1812,0
0.9326,0.9326,0.8979,1,0.0998,125.8,125.8,0.66,0.1379,0.6241,1
0.7208,0.45,0.7697,5,0.0994,31.7,141.7,2.13,0.0726,0.1915,0
0.8714,0.6877,0.8306,4,0.0693,301.6,398.3,4.92,0.0921,0.2034,1
0.9499,0.9145,0.8528,3,0.2915,157.9,297.4,1.82,0.2019,0.2932,0
0.8739,0.8078,0.8864,5,0.1559,30.2,126.2,5.76,0.119,0.6151,1
0.8426,0.7244,0.88,5,0.3449,315.9,347.8,1.69,0.1282,0.5174,0
0.783,0.5237,0.6684,4,0.0755,158.3,196.1,1.97,0.2351,0.5526,0
0.9159,0.897,0.8153,2,0.3429,131.9,217.7,1.75,0.1283,0.2461,1
0.872,0.688,0.9309,5,0.1833,28.2,187.1,4.55,0.218,0.3616,0
0.8001,0.6828,0.8511,2,0.0158,51.6,159.9,3.38,-0.1661,0.3695,0
0.8221,0.7672,0.8739,5,0.1021,228.9,345.8,1.4,-0.0302,0.5028,0
0.884,0.782,0.904,2,0.0698,185.1,231.5,10.73,0.3631,0.3834,1
0.7885,0.5722,0.8381,3,0.1219,143.3,232.0,6.43,-0.0959,0.2473,1
0.8098,0.8098,0.7854,1,0.2009,238.7,238.7,0.52,-0.0765,0.2124,0
0.7923,0.6274,0.7545,3,0.2744,75.0,85.8,2.93,0.0831,0.1403,1
0.8192,0.6116,0.8276,4,0.0035,241.5,342.4,5.93,0.2844,0.1729,1
0.7478,0.5956,0.7528,2,0.0161,227.9,359.1,2.67,0.2212,0.3229,0
0.8395,0.6389,0.8399,5,0.4519,127.0,231.5,3.98,0.4294,0.4191,1
0.8582,0.8582,0.7759,1,0.0462,311.1,311.1,2.71,-0.1368,0.1636,1
0.7542,0.6006,0.763,4,0.0586,153.7,161.1,2.68,0.1494,0.0038,0
0.785,0.6723,0.8555,5,0.0412,197.9,360.5,1.68,-0.0502,0.3478,0
0.8896,0.8823,0.8333,2,0.1887,54.1,199.2,6.63,0.0622,0.1864,1
0.7887,0.7138,0.7479,3,0.0745,74.8,175.8,5.38,-0.0138,0.2571,0
0.9716,0.9716,0.9729,1,0.1532,314.0,314.0,2.02,0.2737,0.4334,1
0.7057,0.7057,0.7195,1,0.2263,132.1,132.1,2.33,-0.0293,0.0403,0
0.8306,0.696,0.7796,4,0.9603,67.1,220.1,2.22,0.1904,0.047,1
0.8546,0.6472,0.8272,3,0.0089,289.8,451.5,2.32,-0.1194,0.1171,0
0.9413,0.9079,0.8278,4,0.016,261.7,345.3,1.22,0.2572,0.0915,0
0.7853,0.6915,0.7803,4,0.0943,95.8,166.5,4.37,0.1405,0.1679,0
0.9376,0.9376,0.8762,1,0.2119,273.5,273.5,2.13,-0.0798,0.2734,1
0.7669,0.7133,0.7828,2,0.1246,28.6,78.6,3.66,0.1101,0.5171,1
0.9255,0.8859,0.8789,3,0.0987,196.1,352.0,4.17,0.1878,0.2006,1
0.8694,0.7818,0.9517,5,0.2091,299.1,300.9,4.94,0.1163,0.0321,0
0.9055,0.8475,0.8991,5,0.0568,92.3,206.4,7.32,-0.0293,0.1247,1
0.7755,0.463,0.8145,5,0.0753,244.3,368.5,5.61,0.1509,0.2976,0
0.7336,0.7336,0.7298,1,0.0257,182.1,182.1,5.38,-0.0787,0.1246,0
0.853,0.7277,0.9115,4,0.0153,260.4,375.9,0.76,0.0238,0.2798,0
0.8082,0.7186,0.7026,3,0.1731,273.2,297.2,2.93,0.0292,0.3094,0
0.8169,0.6376,0.8124,5,0.0029,255.4,340.4,0.95,0.1524,0.3417,0
0.8145,0.6735,0.8637,4,0.789,235.0,342.3,2.89,0.2308,0.1858,0
0.8592,0.7679,0.9134,3,0.3331,159.3,240.4,0.6,0.1618,0.3382,0
0.6695,0.6695,0.7587,1,0.1647,281.7,281.7,6.79,0.0752,0.1992,0
0.822,0.5736,0.8513,5,0.2233,102.7,219.7,10.33,0.0035,0.4267,0
0.9854,0.9854,0.8792,1,0.0027,242.5,242.5,1.37,0.1639,0.2108,1
0.7516,0.6553,0.7618,5,0.1682,205.1,332.8,0.4,0.0822,0.8084,0
0.9418,0.9418,0.8181,1,0.0092,240.9,240.9,9.24,0.0849,0.2906,1
0.7956,0.728,0.8265,2,0.2808,116.4,280.1,1.76,-0.0675,0.2685,1
0.8913,0.8056,0.8651,4,0.1111,40.6,92.4,1.57,0.0421,0.0072,0
0.8681,0.6843,0.798,5,0.1303,240.7,390.7,5.17,0.0712,0.9792,0
0.8185,0.684,0.8773,4,0.5022,249.0,332.9,4.88,0.1344,0.3378,1
0.7961,0.6842,0.8318,5,0.0969,51.5,231.2,2.46,0.1879,0.258,0
0.676,0.5263,0.728,4,0.159,233.0,263.9,7.99,0.1213,0.0497,0
0.7485,0.6775,0.7305,4,0.1935,299.5,376.7,5.61,0.1703,0.1142,0
0.8498,0.8183,0.9534,2,0.0799,280.1,441.1,2.32,0.1033,0.1451,1
0.8754,0.8412,0.8582,2,0.5598,200.4,231.7,1.97,0.0721,0.3548,1
0.7853,0.6702,0.7515,3,0.1168,273.4,396.9,7.85,0.1077,0.2508,0
0.8742,0.832,0.89,3,0.0037,60.8,98.5,2.57,0.0001,0.8001,0
0.9046,0.8442,0.8576,3,0.2868,246.9,270.5,5.0,0.2106,0.5919,1
0.8829,0.806,0.8972,2,0.0412,40.0,163.2,6.92,0.0952,0.2017,1
0.7336,0.6037,0.77,5,0.1335,168.1,291.3,2.32,-0.2071,0.7463,0
0.7593,0.7336,0.8052,2,0.1843,111.2,290.1,4.58,0.1165,0.1632,1
0.8833,0.7921,0.7568,5,0.2505,222.6,271.6,5.84,0.385,0.611,0
0.8864,0.8255,0.8698,3,0.0212,165.8,191.3,2.04,-0.0766,0.1767,1
0.7324,0.7324,0.6708,1,0.1679,204.3,204.3,5.71,0.1049,0.7914,1
0.9202,0.8968,0.8855,3,0.0011,161.4,280.5,1.63,0.1669,0.4652,0
0.8869,0.741,0.8371,5,0.5895,196.1,223.4,5.68,0.076,0.1854,0
0.9178,0.8471,0.9612,4,0.0592,111.8,142.4,1.3,0.4693,0.1723,1
0.8413,0.727,0.9034,3,0.027,82.9,224.3,1.55,0.1763,0.1148,0
0.7907,0.5229,0.7191,5,0.0864,316.7,365.8,3.99,0.1348,0.5494,0
0.8554,0.7805,0.8292,2,0.134,51.6,102.2,0.66,-0.0162,0.0358,1
0.8294,0.6953,0.7037,5,0.0347,260.0,388.9,1.7,0.0036,0.9391,1
0.656,0.656,0.6579,1,0.4257,223.5,223.5,1.72,0.1623,0.1581,1
0.8591,0.808,1.0,3,0.134,53.8,177.1,2.55,0.2386,0.5383,1
0.8503,0.6499,0.9227,5,0.0969,77.0,179.6,1.98,0.2687,0.0383,0
0.8794,0.7487,0.852,4,0.0394,256.8,284.0,3.27,0.1079,0.6538,1
0.8561,0.6828,0.8603,5,0.0529,90.4,110.5,3.34,0.1181,0.364,0
0.8513,0.6624,0.8058,4,0.2693,24.5,101.2,1.65,0.2997,0.4747,0
0.7922,0.45,0.7698,4,0.057,39.9,88.8,0.47,0.1813,0.046,0
0.7063,0.5168,0.6069,4,0.6079,62.9,216.8,1.42,-0.2092,0.3029,0
0.8546,0.8546,0.819,1,0.1535,213.2,213.2,2.33,0.3247,0.3383,1
0.6885,0.6885,0.6877,1,0.1126,280.0,280.0,1.47,0.1393,0.2068,1
0.8523,0.7928,0.7949,3,0.0739,143.2,240.2,1.0,0.0061,0.779,0
0.8855,0.8495,0.8256,2,0.1447,60.5,236.9,1.27,0.0652,0.1002,1
0.8049,0.7469,0.9013,5,0.2292,56.2,99.5,4.86,0.3329,0.4336,0
0.8936,0.8232,0.8838,5,0.3359,96.2,178.6,0.77,0.2665,0.0758,1
0.9513,0.9513,0.9492,1,0.2341,304.3,304.3,4.3,0.1262,0.3801,1
0.8367,0.7418,0.8841,4,0.0932,161.3,276.4,2.2,0.0986,0.5811,1
0.8136,0.6306,0.7736,4,0.1756,307.1,485.1,3.04,0.166,0.3384,0
0.8076,0.6783,0.904,4,0.0141,73.7,229.1,0.79,-0.0074,0.4561,0
0.8502,0.8502,0.8386,1,0.091,280.3,280.3,6.06,0.0569,0.8314,1
0.8499,0.8362,0.8079,2,0.1205,160.7,252.7,1.28,0.2387,0.3714,0
0.8122,0.6637,0.8238,5,0.0193,139.9,263.2,1.84,0.2051,0.2476,0
0.469,0.469,0.4571,1,0.0486,251.1,251.1,2.97,0.1297,0.3924,0
0.9757,0.9757,0.8612,1,0.013,297.1,297.1,1.01,0.0037,0.379,0
0.7289,0.5896,0.7099,3,0.4018,230.6,404.7,2.51,0.1455,0.1577,0
0.8592,0.6948,0.9153,5,0.0763,242.7,301.7,2.93,0.0793,0.1064,0
0.7559,0.5021,0.7626,4,0.1396,226.5,250.0,3.87,0.2222,0.1864,0
0.8305,0.6634,0.8197,5,0.0246,109.9,180.8,1.43,0.1947,0.2812,0
0.8688,0.7784,0.8172,5,0.2111,136.8,311.8,2.12,0.1128,0.5829,0
0.6015,0.4533,0.7342,3,0.162,136.8,189.1,3.17,0.2086,0.4932,1
0.5396,0.5396,0.4964,1,0.1112,16.9,16.9,3.02,-0.0068,0.3122,0
0.85,0.6873,0.8072,4,0.8645,298.3,421.5,3.12,0.1878,0.2423,1
0.9849,0.9849,0.9198,1,0.316,241.8,241.8,9.69,0.1058,0.3698,1
0.8806,0.781,0.8453,4,0.0001,209.3,274.4,3.33,0.4193,0.439,1
0.9286,0.9286,1.0,1,0.0723,214.3,214.3,2.45,0.1049,0.1379,1
0.8502,0.7717,0.8633,5,0.5896,55.8,192.5,2.68,-0.0437,0.2393,0
0.7802,0.5764,0.7331,5,0.0683,277.1,332.9,0.52,-0.0248,0.0658,0
0.8225,0.7297,0.8548,3,0.1561,141.4,288.2,1.99,0.1351,0.1391,0
0.7199,0.7199,0.7136,1,0.2964,72.1,72.1,4.13,0.1675,0.3891,0
0.7654,0.5355,0.7065,5,0.1525,151.9,194.0,2.84,-0.039,0.3114,0
0.5877,0.5877,0.6683,1,0.353,30.1,30.1,5.47,0.0054,0.8506,1
0.8598,0.7484,0.9373,3,0.039,165.7,191.9,3.77,-0.1356,0.0572,0
0.8637,0.8009,0.7537,2,0.014,76.4,159.3,6.48,0.1148,0.2314,1
0.8605,0.7922,0.9177,3,0.0474,141.2,168.0,0.88,0.1209,0.2123,0
0.8607,0.7153,0.9186,5,0.0302,111.4,248.4,0.53,0.3134,0.2707,0
0.7867,0.7867,0.838,1,0.0331,265.7,265.7,2.3,0.0239,0.09,1
0.9033,0.8591,0.8421,2,0.0029,207.6,292.2,4.89,0.2107,0.274,0
0.7405,0.7405,0.8371,1,0.3523,235.4,235.4,7.86,0.1437,0.3904,1
0.6162,0.6162,0.576,1,0.0456,208.4,208.4,4.29,0.197,0.086,0
0.8699,0.7039,0.8922,5,0.0865,271.5,425.1,7.1,0.1957,0.5123,0
0.8929,0.8148,0.9227,4,0.0041,137.8,180.4,1.11,0.2115,0.5448,1
0.7806,0.7806,0.823,1,0.0007,26.8,26.8,2.84,0.0864,0.7615,0
0.8849,0.8265,0.9232,3,0.2072,132.4,157.7,4.6,-0.0606,0.2234,0
0.7716,0.45,0.7365,5,0.2304,183.8,264.2,7.37,0.119,0.1673,0
0.8554,0.7237,0.8533,3,0.2224,143.4,214.2,3.84,0.2506,0.2351,1
0.8441,0.7865,0.8596,2,0.1131,66.0,239.3,2.22,0.1774,0.1138,1
0.9155,0.8719,0.899,2,0.1734,282.0,310.4,2.25,0.0668,0.1976,1
0.8197,0.6466,0.841,4,0.0237,138.4,236.0,6.59,-0.0753,0.2836,0
0.8394,0.7553,0.8332,2,0.0262,33.6,153.3,3.02,0.0631,0.4083,0
0.7869,0.7571,0.8413,2,0.2599,67.5,201.0,1.86,0.1862,0.5265,1
0.8498,0.8498,0.8807,1,0.0513,255.9,255.9,0.74,0.0949,0.1656,0
0.8646,0.8184,0.8098,3,0.0856,56.6,224.8,4.12,0.316,0.2717,0
0.9635,0.9635,0.9683,1,0.064,161.6,161.6,4.78,0.0807,0.3546,1
0.6341,0.4613,0.6009,4,0.2361,180.3,246.9,4.03,0.0311,0.4826,0
0.925,0.8516,0.7887,3,0.1503,160.8,165.9,1.2,0.3344,0.1197,1
0.6663,0.5065,0.7776,2,0.2628,178.4,180.9,2.26,0.3567,0.113,0
0.8318,0.7863,0.8477,5,0.0177,89.3,109.3,1.6,-0.0662,0.0219,0
0.9536,0.9536,1.0,1,0.185,137.3,137.3,2.44,0.1126,0.8412,1
0.8275,0.7175,0.791,2,0.0022,297.3,462.0,1.32,0.0469,0.6577,0
0.8802,0.8034,0.7635,4,0.0813,281.7,441.6,2.45,0.2125,0.0508,0
0.8232,0.7191,0.835,5,0.82,179.1,331.5,3.13,0.1786,0.3107,1
0.9497,0.9497,1.0,1,0.1413,184.5,184.5,1.67,0.0351,0.0863,0
0.6755,0.6755,0.6984,1,0.1088,289.2,289.2,3.65,0.0193,0.4479,0
0.7512,0.5685,0.8457,4,0.0595,207.6,330.9,2.96,0.361,0.3084,0
0.83,0.7273,0.954,5,0.1124,216.7,323.7,4.25,0.0679,0.1924,0
0.9169,0.839,0.9734,2,0.4049,66.1,211.5,5.51,-0.042,0.3479,1
0.9043,0.9043,0.9828,1,0.1267,36.2,36.2,2.7,0.1481,0.5891,1
0.8064,0.6233,0.7893,4,0.1503,262.4,264.4,1.35,0.1884,0.7832,0
0.9197,0.8863,0.8686,2,0.0275,281.8,337.8,3.7,0.0881,0.2161,0
0.8213,0.6379,0.8903,5,0.1144,317.4,388.6,2.97,0.2352,0.5092,1
0.8352,0.8352,0.8491,1,0.1537,303.2,303.2,4.73,0.1303,0.4669,0
0.8248,0.7331,0.7736,5,0.0671,44.1,50.2,4.54,0.016,0.5254,1
0.8645,0.7755,0.8016,2,0.1711,144.7,309.0,1.63,0.0419,0.2055,0
0.8039,0.8039,0.723,1,0.0546,100.4,100.4,0.96,0.1671,0.8528,0
0.8241,0.7795,0.8451,3,0.2067,214.1,291.6,1.18,0.145,0.6124,1
0.8735,0.8602,0.9344,2,0.1574,136.1,219.3,3.56,0.0644,0.3333,0
0.7393,0.6164,0.8746,2,0.3062,103.6,120.7,3.8,0.0225,0.2659,1
0.8281,0.7394,0.9363,3,0.0833,124.7,227.8,1.4,0.1493,0.2388,0
0.7995,0.7995,0.7817,1,0.0209,262.4,262.4,3.45,-0.0303,0.5034,0
0.8366,0.726,0.7897,3,0.3817,231.5,258.1,0.07,0.0752,0.8778,0
0.8486,0.7938,0.9679,2,0.0417,305.2,368.8,5.17,0.0653,0.645,0
0.883,0.883,0.8524,1,0.1034,72.4,72.4,7.87,-0.0358,0.1935,1
0.8684,0.8101,0.9371,3,0.1127,95.3,202.2,6.5,0.0727,0.2819,1
0.8863,0.7727,0.8789,4,0.101,204.7,378.0,3.97,0.0481,0.1259,0
0.8748,0.7762,0.7452,4,0.2633,54.6,140.6,3.24,0.1719,0.3192,0
0.8488,0.806,0.8357,5,0.5699,118.6,150.7,4.91,0.2769,0.1495,1
0.8318,0.7081,0.9009,5,0.0496,229.9,346.4,3.8,0.1268,0.443,1
0.7567,0.5586,0.7159,5,0.0176,21.9,69.6,0.31,0.2039,0.3714,0
0.9383,0.9383,0.9433,1,0.2613,261.8,261.8,1.07,-0.0893,0.1143,0
0.8312,0.7349,0.8151,3,0.0655,211.7,241.0,3.16,0.2682,0.5037,1
0.9442,0.9442,1.0,1,0.1866,106.7,106.7,5.19,-0.0964,0.5702,1
0.8471,0.8471,0.8116,1,0.2767,256.4,256.4,1.7,-0.0455,0.1982,0
0.7131,0.7131,0.734,1,0.0618,284.9,284.9,3.56,0.0781,0.4279,0
0.7355,0.4746,0.8285,3,0.0863,261.4,331.1,1.55,0.2393,0.1093,0
0.9066,0.8107,0.8795,5,0.0324,202.4,264.1,3.18,0.1305,0.6524,0
0.8484,0.8484,0.8247,1,0.1576,163.2,163.2,2.21,0.0565,0.6783,1
0.8514,0.7672,0.972,2,0.0747,101.5,148.9,1.13,-0.0846,0.3868,0
0.7227,0.5735,0.5969,4,0.0245,301.5,393.9,5.63,0.1698,0.3027,0
0.7762,0.5622,0.8609,4,0.1091,87.0,187.1,1.85,0.1272,0.6813,0
0.9302,0.8855,0.965,2,0.0895,244.6,307.0,5.33,-0.0361,0.188,0
0.8755,0.8755,0.8238,1,0.1002,277.2,277.2,5.35,0.018,0.2148,0
0.7912,0.7912,0.859,1,0.2236,125.5,125.5,1.23,0.0536,0.3738,1
0.9383,0.8798,0.9422,3,0.0854,162.2,223.0,5.08,0.1439,0.3002,1
0.8323,0.6943,0.8867,3,0.5132,314.0,385.3,10.55,0.1655,0.5222,1
0.8723,0.7534,0.8141,3,0.2312,158.5,172.8,14.0,0.0512,0.2453,1
0.8779,0.8206,0.7917,4,0.0198,263.3,413.3,0.46,0.0816,0.1546,0
0.7999,0.6546,0.8903,5,0.0108,133.3,248.6,3.85,-0.1318,0.4534,0
0.831,0.6189,0.7414,5,0.082,309.0,430.1,3.43,0.0222,0.0985,0
0.8295,0.8295,0.8766,1,0.2341,191.0,191.0,1.64,-0.1828,0.5091,1
0.7038,0.6017,0.7346,2,0.0828,72.4,216.2,2.48,0.2657,0.3582,0
0.8281,0.6373,0.8672,5,0.0055,276.3,388.1,5.98,0.1683,0.4987,1
0.825,0.6587,0.8573,4,0.3665,267.2,285.2,3.32,0.2935,0.3254,0
0.8585,0.8585,0.8737,1,0.0041,299.7,299.7,3.76,0.0826,0.3124,1
0.8811,0.8718,0.7211,2,0.2603,159.8,203.5,6.25,0.1126,0.0116,1
0.877,0.8263,0.952,5,0.2873,242.7,377.8,5.45,0.0449,0.6129,1
0.9011,0.8085,0.8367,5,0.1082,194.8,340.8,3.36,0.0145,0.4015,0
0.92,0.858,0.975,3,0.0327,119.6,275.7,6.37,0.0525,0.1259,1
0.8837,0.7933,0.8579,5,0.0674,308.0,476.8,4.06,0.1595,0.0325,0
0.9831,0.9831,0.9588,1,0.014,95.9,95.9,1.79,0.0764,0.4993,0
0.9269,0.9269,0.9658,1,0.0914,129.5,129.5,2.64,0.3283,0.6817,1
0.8569,0.7815,0.9332,2,0.0776,309.3,465.4,1.97,0.0237,0.4941,0
0.8821,0.8638,0.8335,3,0.0278,259.9,432.7,3.11,0.0516,0.6495,1
0.887,0.6506,0.9278,4,0.0644,302.0,378.6,8.21,0.2311,0.0058,0
0.841,0.4808,0.8801,4,0.0603,105.8,239.2,2.53,0.1949,0.2841,0
0.882,0.785,0.8711,5,0.2043,250.2,408.8,0.63,0.1298,0.1591,0
0.7962,0.6313,0.8687,3,0.0917,103.6,215.0,11.91,0.0755,0.1124,0
0.7911,0.742,0.7481,5,0.2012,187.6,239.8,4.38,0.12,0.5949,0
0.8145,0.8145,0.8161,1,0.204,118.3,118.3,3.75,0.3245,0.1917,1
0.8149,0.6615,0.8559,3,0.3454,146.3,309.8,3.67,0.0537,0.5077,0
0.734,0.6108,0.809,2,0.0968,210.8,330.6,7.79,0.1085,0.2918,0
0.9066,0.9066,0.8495,1,0.1055,263.1,263.1,1.42,-0.037,0.5513,0
0.8878,0.8639,0.9954,2,0.3152,167.8,211.6,2.59,0.2233,0.6722,1
0.7276,0.6118,0.7811,2,0.0705,40.8,150.5,2.25,0.227,0.4424,0
0.7393,0.6704,0.7009,2,0.1046,68.7,92.1,9.26,-0.0422,0.6396,1
0.7679,0.5742,0.7508,3,0.1639,236.7,311.4,1.26,0.1461,0.1363,0
0.8264,0.718,0.7637,5,0.7414,316.2,406.5,4.64,0.0896,0.3353,0
0.7704,0.7704,0.8342,1,0.2236,247.7,247.7,4.1,0.1602,0.1569,1
0.8988,0.8525,0.9367,3,0.069,98.7,138.0,4.1,0.2185,0.2138,0
0.8434,0.6947,0.8588,5,0.1299,265.8,275.6,3.08,0.1678,0.2916,0
0.8557,0.7916,0.8267,2,0.1017,72.6,106.5,8.84,0.195,0.1603,0
0.9848,0.9848,1.0,1,0.0247,94.8,94.8,4.98,0.199,0.359,1
0.8917,0.8229,0.8802,3,0.034,74.6,253.5,2.85,0.2279,0.2608,1
0.8682,0.7442,0.9562,4,0.1335,22.1,71.6,2.61,0.3836,0.1908,0
0.741,0.6835,0.7299,4,0.1554,305.9,446.0,2.98,-0.1108,0.54,0
0.7606,0.4842,0.7238,3,0.9241,313.6,399.7,1.28,0.154,0.2418,0
0.8994,0.8596,0.9198,5,0.1214,311.1,409.8,3.83,-0.3007,0.4558,1
0.8661,0.7675,0.866,3,0.3204,201.5,218.9,6.3,0.0736,0.443,0
0.7291,0.5898,0.7557,4,0.0681,229.4,296.9,1.51,0.1448,0.4226,0
0.8399,0.7493,0.8728,3,0.2154,163.1,171.5,2.72,0.2765,0.4334,1
0.9242,0.9242,0.998,1,0.3281,25.6,25.6,3.71,0.083,0.0439,1
0.7894,0.6731,0.8361,3,0.1745,278.9,406.7,8.72,0.1957,0.2765,1
0.9396,0.9396,0.8853,1,0.0655,16.1,16.1,0.13,-0.0087,0.5531,0
0.9598,0.9598,0.9785,1,0.8129,305.5,305.5,4.71,0.1021,0.2508,1
0.8155,0.7047,0.8172,4,0.1928,71.2,161.1,5.4,0.1539,0.4904,1
0.9529,0.9529,0.9846,1,0.0527,186.4,186.4,4.48,0.0629,0.2523,1
0.6931,0.6931,0.692,1,0.0165,192.0,192.0,3.04,0.1275,0.1483,0
0.8011,0.7085,0.91,5,0.0417,176.7,285.2,2.98,0.181,0.3124,0
0.8268,0.8268,0.8301,1,0.0309,220.6,220.6,2.57,-0.0001,0.8454,0
0.8607,0.685,0.8506,5,0.4178,275.8,313.5,3.51,-0.0951,0.082,1
0.8543,0.6854,0.7156,5,0.3121,21.2,164.0,5.43,0.0462,0.0648,0
0.8592,0.6507,0.7253,5,0.2519,128.7,139.6,2.74,-0.0205,0.0901,0
0.8575,0.7838,0.9038,3,0.0128,89.0,185.5,2.02,0.1231,0.6672,0
